NAME;LABEL
23.40.10.14.11.14;Ground-Set Flagpoles
23.40.10.14.11.17;Nautical Flagpoles
23.40.10.14.11.21;Wall-Mounted Flagpoles
23.40.10.14.14;Manufactured Exterior Specialties
23.40.10.14.14.11;Weathervanes
23.40.10.14.14.14;Clocks
23.40.10.14.14.17;Cupolas
23.40.10.14.14.21;Spires
23.40.10.14.14.24;Steeples
23.40.10.14.14.99;Other Manufactured Exterior Specialties
23.40.10.14.17;Memorials and Statuary
23.40.10.14.21;Markers and Monuments
23.40.10.14.24;Exterior Signs
23.40.10.14.24.11;Signs, Finger Posts
23.40.10.14.24.14;Street Nameplates
23.40.10.14.24.17;Illuminated Signs
23.40.10.14.27;Bollards 
23.40.10.14.31;Public Lighting Columns
23.40.10.17;Garden and Park Furniture
23.40.10.17.11;Garden/Patio Seating and Tables
23.40.10.17.14;Garden Umbrellas
23.40.10.17.17;Exterior Ornamental Fountains
23.40.10.17.21;Bird Houses and Feeders
23.40.10.17.24;Bird Baths
23.40.10.17.27;Tubs for Plants
23.40.10.17.31;Sundials
23.40.10.17.34;Garden Ornaments
23.40.10.21;Playfield Equipment, Structures, and Surfacing
23.40.10.21.11;Playground Equipment
23.40.10.21.14;Play Structures
23.40.10.21.17;Athletic or Recreation Screening
23.40.10.21.17.11;Tennis Court Windbreakers
23.40.10.21.21;External Pools and Ponds
23.40.10.21.24;Athletic and Recreational Surfaces
23.40.10.21.24.11;Sports Field Surfacings
23.40.10.21.24.11.11;Baseball Field Surfacing
23.40.10.21.24.11.14;Multi-Purpose Court Surfacing
23.40.10.21.24.11.17;Resilient Matting
23.40.10.21.24.11.21;Synthetic Grass Surfacing
23.40.10.21.24.11.24;Synthetic Running Track Surfacing
23.40.10.21.24.11.27;Tennis Court Surfacing
23.40.10.21.24.14;Artificial Ski Slopes
23.40.10.21.24.17;Artificial Ice Rinks
23.40.10.21.27;Exterior Athletic Equipment
23.40.10.21.27.11;Goalposts
23.40.10.21.27.11.11;Soccer Goalposts
23.40.10.21.27.11.14;Football Goalposts
23.40.10.21.27.14;Tennis Court Nets
23.40.10.21.27.17;Volley Ball Nets
23.40.10.21.27.21;Basketball Net and Backstop
23.40.10.24;Screening Devices
23.40.10.24.11;Jet Blast Barriers
23.40.10.24.14;Screens and Louvers
23.40.10.24.21;Sound Barriers
23.40.20.00;General Furniture and Specialties
23.40.20.11;Wardrobe and Closet Specialties
23.40.20.11.11;Wardrobes
23.40.20.11.14;Chests of Drawers
23.40.20.11.17;Lockers
23.40.20.11.21;Racks and Hangers
23.40.20.11.21.11;Coat Racks
23.40.20.11.21.14;Hat Racks
23.40.20.11.21.17;Shoe Trees
23.40.20.11.21.21;Coat Hooks
23.40.20.11.21.24;Coat Hangers and Rails
23.40.20.11.24;Cloakroom Units
23.40.20.11.27;Umbrella Stands
23.40.20.11.31;Checkroom Equipment
23.40.20.11.31.11;Manual Checkroom Equipment
23.40.20.11.31.14;Automated Checkroom Equipment
23.40.20.14;Residential Furniture
23.40.20.14.14;Residential Seating
23.40.20.14.14.11;Chairs
23.40.20.14.14.14;Settees, Sofas
23.40.20.14.14.17;Stools
23.40.20.14.14.21;Benches
23.40.20.14.14.24;Chaises Lounges
23.40.20.14.14.27;Sofa Beds, Chair Beds
23.40.20.14.17;Residential Tables and Cabinets
23.40.20.14.17.11;Dining Room Tables
23.40.20.14.17.14;China Cabinets
23.40.20.14.17.17;Sideboards
23.40.20.14.17.21;End Tables
23.40.20.14.17.24;Coffee Tables
23.40.20.17;Bedroom Furniture
23.40.20.17.14;Bedroom Furniture, Single Units
23.40.20.17.14.11;Beds
23.40.20.17.14.14;Headboards, Footboards
23.40.20.17.14.17;Cots, Cradles
23.40.20.17.14.21;Bedside Units
23.40.20.17.14.24;Dressing Tables
23.40.20.17.14.27;Nursery/Children's Furniture
23.40.20.17.14.31;Mattresses
23.40.20.21;Toilet and Bath Specialties
23.40.20.21.11;Bathroom Cabinets
23.40.20.21.14;Hand and Hair Dryers
23.40.20.21.17;Paper Towel Dispensers, Disposal Units
23.40.20.21.21;Toilet Paper Dispensers
23.40.20.21.24;Sanitary Napkin and Tampon Dispensers, Disposal Units
23.40.20.21.27;Towel Bars
23.40.20.21.31;Robe Hooks
23.40.20.21.34;Soap Holders, Dispensers
23.40.20.21.37;Diaper Changing Units
23.40.20.21.41;Bathroom Deodorizers
23.40.20.21.44;Shower Rods, Curtains
23.40.20.21.47;Bath Grab Bars
23.40.20.24;Non-Clothes Storage Furniture
23.40.20.24.11;Cupboards
23.40.20.24.14;Chests
23.40.20.24.17;Sideboards
23.40.20.24.21;Dressers
23.40.20.24.24;Filing Cabinets
23.40.20.24.27;Plan/Map Chests
23.40.20.24.31;Desk
23.40.20.24.34;Bookcases
23.40.20.24.41;Key Hangers
23.40.20.27;Storage Shelving
23.40.20.27.11;Shelves
23.40.20.27.14;Supports
23.40.20.27.17;Racking
23.40.20.27.21;Mobile Storage Units
23.40.20.31;Refuse Disposal Furniture
23.40.20.31.11;Bins
23.40.20.31.14;Ash Trays
23.40.20.31.17;Refuse Holders
23.40.20.34;Fireplaces and Stoves 
23.40.20.34.11;Fireplace and Stove Components
23.40.20.34.11.11;Fire Surrounds
23.40.20.34.11.14;Firebacks
23.40.20.34.11.17;Fireplace and Stove Fenders
23.40.20.34.11.21;Fireplace and Stove Hoods
23.40.20.34.14;Fireplaces
23.40.20.34.14.11;Fireplace Inserts
23.40.20.34.14.14;Fireplace Screens and Doors
23.40.20.34.14.17;Fireplace Water Heaters
23.40.20.34.17;Stoves
23.40.20.34.17.11;Stove Pipe
23.40.20.34.21;Hearths
23.40.35.00;Casework
23.40.35.11;Casework Components
23.40.35.11.11;Cabinets
23.40.35.11.14;Hardware
23.40.35.11.17;Work Surfaces
23.40.35.14;Casework by Type
23.40.35.14.11;Modular Casework
23.40.35.14.14;Custom-Fabricated Casework
23.40.35.17;Casework by Purpose
23.40.35.17.11;Bank Casework
23.40.35.17.14;Hospitality Casework
23.40.35.17.17;Display Casework
23.40.35.17.21;Religious Casework
23.40.35.17.24;Library Casework
23.40.35.17.24.11;Study Carrels
23.40.35.17.24.14;Book Stacks
23.40.35.17.24.17;Periodical Racks
23.40.35.17.27;Educational Casework
23.40.35.17.31;Laboratory Casework
23.40.35.17.34;Medical Casework
23.40.35.17.34.11;Dental Casework
23.40.35.17.34.14;Pharmacy Casework
23.40.35.17.37;Mortuary Casework
23.40.35.17.41;Commercial Kitchen Casework
23.40.35.17.44;Darkroom Casework
23.40.35.17.44.11;Photo Transfer Cabinets
23.40.35.17.47;Residential Casework
23.40.35.17.47.11;Kitchen Casework
23.40.35.17.47.11.11;Complete Kitchen Casework Suites
23.40.35.17.47.11.14;Single Kitchen Casework Units
23.40.35.17.47.14;Bathroom Casework
23.40.40.00;Food Service Equipment and Furnishings
23.40.40.11;Specialized Food Storage and Display Furnishings
23.40.40.11.11;Refrigerators and Freezers
23.40.40.11.11.11;Refrigerators
23.40.40.11.11.14;Freezers
23.40.40.11.11.17;Refrigerator-Freezer 
23.40.40.11.14;Food Storage Coolers
23.40.40.11.14.11;Walk-In Coolers
23.40.40.11.14.14;Display Coolers
23.40.40.11.17;Refrigerated Cases
23.40.40.11.21;Hot Cabinets
23.40.40.11.24;Cold Cabinets
23.40.40.11.27;Bottle Racks
23.40.40.11.31;Steam Tables
23.40.40.11.34;Snack Cabinets
23.40.40.14;Food Service Equipment
23.40.40.14.11;Food Delivery Carts and Conveyors
23.40.40.14.11.11;Food Delivery Carts
23.40.40.14.11.14;Food Delivery Conveyors
23.40.40.14.14;Food Preparation Equipment
23.40.40.14.14.11;Food Mixers
23.40.40.14.14.14;Drink Making Equipment
23.40.40.14.17;Food Cooking Equipment
23.40.40.14.17.11;Cookers, Ovens, Stoves
23.40.40.14.17.14;Hot Plates
23.40.40.14.17.17;Ranges
23.40.40.14.17.21;Grills
23.40.40.14.17.24;Fryers
23.40.40.14.17.27;Barbecues
23.40.40.14.17.31;Small Specialized Cooking Equipment
23.40.40.14.21;Hood and Ventilation Equipment
23.40.40.14.21.11;Food Service Hoods
23.40.40.14.21.14;Ventilation Equipment
23.40.40.14.21.17;Fire Suppression Systems
23.40.40.14.21.21;Catering Ventilation
23.40.40.14.24;Food Dispensing Equipment
23.40.40.14.24.11;Bar Equipment
23.40.40.14.24.14;Service Line Equipment
23.40.40.14.24.17;Soda Fountain Equipment
23.40.40.14.27;Ice Machines
23.40.40.14.31;Cleaning and Disposal Equipment
23.40.40.17;Restaurant Furniture
23.40.40.17.11;Bars and Serving Counters
23.40.40.17.14;Restaurant Chairs
23.40.40.17.17;Restaurant Tables
23.40.40.17.21;Restaurant Booths
23.40.40.17.24;Restaurant Seating Units
23.40.40.17.27;Bar Stools
23.40.50.00;Educational, Cultural Equipment and Furnishings
23.40.50.11;Educational, Entertainment Equipment and Furnishings
23.40.50.11.11;Auditorium Seating
23.40.50.11.11.11;Fixed Audience Seating
23.40.50.11.11.14;Portable Audience Seating
23.40.50.11.11.14.11;Folding Audience Chairs
23.40.50.11.11.14.14;Interlocking Audience Chairs
23.40.50.11.11.14.17;Stacking Audience Chairs
23.40.50.11.14;Classroom Furniture
23.40.50.11.14.11;Seat and Table Assemblies
23.40.50.11.14.14;Modular Desks
23.40.50.11.17;Multiple-Use Fixed Seating
23.40.50.11.21;Platforms
23.40.50.11.21.11;Folding and Portable Stages
23.40.50.11.24;Educational Play Equipment
23.40.50.11.27;Language Laboratory Equipment
23.40.50.14;Theater and Stage Equipment
23.40.50.14.11;Acoustical Shells
23.40.50.14.14;Rigging Systems and Controls
23.40.50.14.17;Scenery Docks
23.40.50.14.21;Suspension Systems
23.40.50.14.24;Stage Curtains
23.40.50.17;Planetarium Equipment and Furnishings
23.40.50.17.11;Planetarium Projectors
23.40.50.17.14;Planetarium Seating
23.40.50.21;Observatory Equipment and Furnishings
23.40.50.21.11;Telescopes
23.40.50.24;Ecclesiastical Equipment and Furnishings
23.40.50.24.11;Religious Seating, Pews, and Benches
23.40.50.24.14;Chancel Furnishings
23.40.50.24.14.11;Lecterns
23.40.50.24.14.14;Pulpits
23.40.50.24.14.17;Choir Screens
23.40.50.24.14.21;Altars
23.40.50.24.17;Baptisteries
23.40.50.24.21;Baptismal Fonts
23.40.50.24.24;Instrumental Equipment
23.40.50.24.24.11;Organs, Organ Cases and Screens
23.40.50.24.24.14;Bells
23.40.50.24.24.17;Carillons
23.40.50.24.27;Synagogue Furniture
23.40.50.24.31;Mosque Furniture
23.40.50.24.34;Temple Furniture
23.40.50.27;Library and Archive Equipment and Furnishings
23.40.50.27.11;Library Stack Systems
23.40.50.27.11.11;Library Shelving
23.40.50.27.14;Book Depositories
23.40.50.27.17;Book Theft Protection Equipment
23.40.50.27.21;Library Furniture
23.40.50.27.21.11;Library Filing Furniture
23.40.50.27.21.14;Library Display Furniture
23.40.50.27.21.17;Study Carrels
23.40.50.31;Exhibition Equipment and Furnishings
23.40.50.31.11;Display Furniture
23.40.50.31.11.11;Display Cabinets
23.40.50.31.11.14;Display Racks
23.40.50.31.11.17;Display Carousels
23.40.50.31.14;Gallery Hanging Systems
23.40.50.31.17;Stands, Pedestals
23.40.50.31.21;Retail Cabinets
23.40.50.31.24;Exhibition Stands, Shell Schemes
23.40.50.31.27;Exhibit Equipment
23.40.50.34;Athletic, Recreational, and Therapeutic Equipment
23.40.50.34.11;Arcade Machines
23.40.50.34.14;Gymnasium Equipment
23.40.50.34.14.11;Backstops
23.40.50.34.14.14;Scoreboards and Time Clocks
23.40.50.34.14.17;Net Posts
23.40.50.34.14.21;Floor Sockets
23.40.50.34.14.24;Climbing Walls
23.40.50.34.14.27;Climbing Ropes
23.40.50.34.17;Gymnasium Dividers
23.40.50.34.21;Fitness and Exercise Equipment
23.40.50.34.24;Nets
23.40.50.34.27;Bowling Alley Equipment
23.40.50.34.31;Shooting Range Equipment
23.40.50.34.34;Equipment Storage Racks
23.40.50.34.37;Sauna and Steam Room Specialties 
23.40.50.34.41;Solarium Specialties
23.40.50.34.44;Therapeutic Equipment
23.40.50.34.47;Spectator Stands, Seating
23.40.50.34.47.11;Fixed Stadium and Arena Seating
23.40.50.34.47.14;Telescoping Stands
23.40.50.34.47.14.11;Telescoping Bleachers
23.40.50.34.47.14.14;Telescoping Chair Platforms
23.40.70.00;Work Environment Equipment and Furnishings
23.40.70.11;Scientific and Medical Equipment and Furnishings
23.40.70.11.11;Laboratory Equipment and Furnishings
23.40.70.11.11.11;Laboratory Equipment
23.40.70.11.11.11.11;Laboratory Service Fixtures
23.40.70.11.11.11.14;Laboratory Fume Hoods
23.40.70.11.11.11.17;Laboratory Incubators
23.40.70.11.11.11.21;Laboratory Sterilizers
23.40.70.11.11.11.24;Laboratory Refrigerators
23.40.70.11.11.11.27;Laboratory Emergency Safety Appliances
23.40.70.11.11.11.31;Laboratory Service Columns
23.40.70.11.11.11.34;Laboratory Flammables Storage Cabinets
23.40.70.11.11.14;Laboratory Furniture
23.40.70.11.14;Health Care Equipment and Furnishings
23.40.70.11.14.11;Medical Equipment
23.40.70.11.14.11.11;Medical Sterilizing Equipment
23.40.70.11.14.11.14;Examination and Treatment Equipment
23.40.70.11.14.11.17;Patient Care Equipment
23.40.70.11.14.11.17.11;Patient Hoists
23.40.70.11.14.11.17.14;Hospital Head Boards
23.40.70.11.14.11.17.17;Patient Beds
23.40.70.11.14.11.21;Post-Mortem and Dissection Equipment
23.40.70.11.14.11.24;Operating Room Equipment
23.40.70.11.14.11.27;Radiology Equipment
23.40.70.11.14.14;Dental Equipment
23.40.70.11.14.17;Optical Equipment
23.40.70.11.14.21;Health Care Furniture
23.40.70.11.17;Mortuary Equipment
23.40.70.11.17.11;Mortuary Refrigerators
23.40.70.11.17.14;Crematorium Equipment
23.40.70.11.17.17;Mortuary Lifts
23.40.70.14;Retail and Commercial Equipment and Furnishings
23.40.70.14.11;Hospitality Equipment and Furnishings
23.40.70.14.14;Registration Equipment
23.40.70.14.17;Checkroom Equipment
23.40.70.14.21;Hospitality Furniture
23.40.70.14.24;Hospitality Furnishings
23.40.70.14.24.11;Hospitality Bath Furnishings
23.40.70.14.24.11.11;Hospitality Bath Linens and Towels
23.40.70.14.24.11.14;Hospitality Bath Mats
23.40.70.14.24.11.17;Hospitality Shower Curtains
23.40.70.14.24.14;Hospitality Bedroom Furnishings
23.40.72.14.21;Hospitality Bed Linens
23.40.72.14.22;Hospitality Pillows
23.40.70.14.27;Mercantile Equipment and Furnishings
23.40.70.14.31;Barber Shop Equipment
23.40.70.14.34;Beauty Shop Equipment
23.40.70.14.37;Cash Registers and Checkout Equipment
23.40.70.14.41;Display Cases
23.40.70.14.41.11;Refrigerated Display Cases
23.40.70.14.44;Food Processing Equipment
23.40.70.14.47;Food Weighing and Wrapping Equipment
23.40.70.14.51;Display Casework
23.40.70.14.54;Wall Display Systems
23.40.70.14.57;Office Equipment and Furnishings
23.40.70.14.57.11;Computers
23.40.70.14.57.14;Printers
23.40.70.14.57.17;Drafting Equipment
23.40.70.14.57.21;Plotters
23.40.70.14.57.24;Drawing Equipment
23.40.70.14.61;Mailroom Case Goods
23.40.70.14.64;Retail and Commercial Furnishings
23.40.70.14.64.11;Office Furniture
23.40.70.14.64.14;Retail and Commercial Seating Furniture
23.40.70.14.64.17;Office Storage and Filing Furniture
23.40.70.14.64.17.11;Lateral Filing Cabinets
23.40.70.14.64.17.14;Vertical Filing Cabinets
23.40.70.14.64.21;Systems Furniture
23.40.70.14.64.21.11;Panel-Hung Component
23.40.70.14.64.21.14;Free-Standing Component
23.40.70.14.64.21.17;Beam System
23.40.70.14.64.21.21;Desk System
23.40.70.14.64.24;Office Accessories
23.40.70.17;Industrial and Manufacturing Equipment and Furnishings
23.40.70.17.11;Manufacturing Equipment 
23.40.70.17.14;Manufacturing Furniture
23.40.70.17.14.11;Flat Work Surface Furniture
23.40.70.17.14.14;Work Stations 
23.40.70.17.17;Shop Equipment
23.40.70.17.21;Shop Furniture
23.40.70.17.21.11;Counters and Work Surfaces
23.40.70.17.21.14;Shop Display Specialties
23.40.70.17.21.17;Shop Storage Fittings
23.40.70.21;Other Work-Related Equipment and Furnishings
23.40.70.21.11;Darkroom Equipment and Furnishings
23.40.70.21.14;Darkroom Equipment
23.40.70.21.14.11;Darkroom Processing Equipment
23.40.70.21.17;Darkroom Specialties
23.40.70.21.21;Vending Equipment
23.40.70.21.24;Vending Machines
23.40.70.21.27;Ticket Machines
23.40.70.21.31;Change Machines
23.40.70.24;Vehicle Service Equipment
23.40.70.24.11;Compressed Air Vehicle Service Equipment
23.40.70.24.14;Fuel Dispensing Equipment
23.40.70.24.17;Vehicle Lubrication Equipment
23.40.70.24.21;Tire Changing Equipment
23.40.70.24.24;Vehicle Washing Equipment
23.40.70.24.27;Vehicle Hoists
23.40.70.27;Security and Vault Equipment and Furnishings
23.40.70.27.11;Safes
23.40.70.27.14;Safe Deposit Boxes
23.40.70.27.17;Vault Doors and Day Gates
23.40.70.27.21;Anti-Bandit Screens
23.40.70.27.21.11;Gun Ports
23.40.70.27.24;Teller and Service Equipment
23.40.70.27.24.11;Automated Banking Systems
23.40.70.27.24.14;Money Cart Pass-Through
23.40.70.27.24.17;Package Transfer Units
23.40.70.27.24.21;Service and Teller Window Units
23.40.70.27.24.24;Teller Equipment Systems
23.40.70.27.27;Secure Point of Sale Units/Tills
23.40.70.27.27.11;Deal Drawers
23.40.70.27.31;Key Security Cabinets
23.40.70.27.34;Money Counting and Handling Equipment
23.40.70.31;Detention Equipment and Furnishings
23.40.70.31.11;Detention Enclosures
23.40.70.31.14;Detention Furnishings and Specialties
23.40.70.31.17;Detention Furniture
23.40.70.34;Agricultural Equipment
23.40.70.34.11;Milkers
23.40.70.34.14;Stock Feeders
23.40.70.34.17;Stock Waterers
23.40.70.34.21;Waste Clean-Up Equipment
23.40.90.00;Information and Communication Specialties
23.40.90.11;Information Display Specialties
23.40.90.11.11;Information Signs
23.40.90.11.14;Lettering and Numerals
23.40.90.11.17;Pin Boards
23.40.90.11.21;Writing Boards
23.40.90.11.24;Plaques
23.40.90.11.27;Poster Display Units
23.40.90.11.31;Notice Boards
23.40.90.11.34;Display Screens
23.40.90.11.37;Pictograms
23.40.90.14;Communication Specialties
23.40.90.14.11;Mail Boxes
23.40.90.14.14;Mail Racks
23.40.90.14.17;Pigeonholes
23.40.90.14.21;Mail Trolleys
23.40.90.14.24;Mail Handling Equipment
23.40.90.14.27;Telephone Booths
23.40.90.14.31;Acoustic Hoods
23.40.90.14.34;Directory Boards
23.40.95.00;Furnishings, Ornaments, and Decoration
23.40.95.11;Soft Furnishings
23.40.95.11.31;Movable or Retractable Screens
23.40.95.14;Plant Display Furniture
23.40.95.14.11;Decorative Planters
23.40.95.14.14;Decorative Vases
23.40.95.17;Ornaments and Decoration
23.40.95.17.11;Interior Ornamental Fountains
23.40.95.17.14;Ornaments
23.40.95.17.17;Mirrors
23.40.95.17.21;Ornamental Screens
23.40.95.17.24;Artwork
23.40.95.17.27;Clocks
23.40.95.17.31;Wall Hangings
23.45.00.00;Sanitary, Laundry, and Cleaning Equipment
23.45.05.00;Sanitary Equipment
23.45.05.14;Plumbing Fixtures - Sanitary Washing Units 
23.45.05.14.11;Sanitary Washing Unit Components
23.45.05.14.11.11;Splashbacks
23.45.05.14.11.14;Bath Panels
23.45.05.14.11.17;Shower/Bath Seats
23.45.05.14.11.21;Shower Receptors
23.45.05.14.11.24;Shower/Bath Screens, Curtains
23.45.05.14.14;Sinks/Lavatories
23.45.05.14.14.11;Sacristy
23.45.05.14.14.14;Clinic Sinks
23.45.05.14.14.17;Plaster Sinks
23.45.05.14.14.21;Surgeon’s Scrub-Up Sinks
23.45.05.14.14.24;Surgeon’s Instrument Sinks
23.45.05.14.14.27;Service Sinks
23.45.05.14.14.31;Darkroom Sinks
23.45.05.14.14.34;Hairdressing Sinks
23.45.05.14.17;Showers
23.45.05.14.17.11;Shower Compartments
23.45.05.14.17.14;Shower Receptors
23.45.05.14.17.17;Group Showers
23.45.05.14.21;Bathtubs
23.45.05.14.21.11;Bath/Shower Units
23.45.05.14.21.14;Sitz Baths
23.45.05.14.21.17;Therapeutic Whirlpool Baths
23.45.05.14.24;Eye Wash Fountains
23.45.05.14.27;Bidets
23.45.05.14.31;Combination Toilets
23.45.05.14.31.11;Patient’s Combination Toilets
23.45.05.14.31.14;Detention Combination Toilets
23.45.05.14.34;Security Plumbing Fixtures
23.45.05.14.37;Bedpan Washers/Sanitizers
23.45.05.14.99;Other Sanitary Washing Plumbing Fixtures
23.45.05.17;Sanitary Leisure Units
23.45.05.17.11;Sauna Equipment
23.45.05.17.14;Steam Room Equipment
23.45.05.17.17;Leisure Whirlpools
23.45.05.17.21;Hot Tubs
23.45.05.21;Plumbing Fixtures - Sanitary Disposal Units
23.45.05.21.11;Water Closets
23.45.05.21.11.11;Water Operated Water Closets
23.45.05.21.11.14;Chemical/Biological Sanitary Disposal Units
23.45.05.21.11.21;Urinals
23.45.05.21.11.24;Sanitary Macerators
23.45.05.21.14;Sanitary Disposal Components
23.45.05.21.14.11;Water Closet Seats
23.45.05.21.14.14;Water Closet Tanks
23.45.05.21.14.17;Sanitary Disposal Connectors
23.45.30.00;Washing and Waste Disposal Equipment
23.45.30.11;Residential Washing Equipment
23.45.30.11.11;Residential Dishwashers
23.45.30.11.14;Residential Waste Disposal Units
23.45.30.14;Commercial Washing Equipment
23.45.30.14.11;Commercial Dishwashers
23.45.30.14.14;Commercial Waste Disposal Units
23.45.30.14.21;High Pressure Washing Equipment
23.45.30.17;Drain Boards
23.45.55.00;Sanitary Faucets, Wastes
23.45.55.11;Sanitary Components
23.45.55.11.11;Plugs
23.45.55.11.14;Chains
23.45.55.11.17;Overflow Specialties
23.45.55.14;Single Faucets
23.45.55.17;Mixing Faucets
23.45.55.21;Drains (Wastes)
23.45.70.00;Laundry and Cleaning Equipment
23.45.70.11;Laundry Equipment
23.45.70.11.11;Residential Laundry Equipment
23.45.70.11.11.11;Washing Machines
23.45.70.11.11.14;Clothes Dryers
23.45.70.11.14;Commercial Laundry Equipment
23.45.70.11.14.11;Washing Machines
23.45.70.11.14.14;Extractors
23.45.70.11.14.17;Clothes Dryers
23.45.70.11.14.21;Clothes Airers
23.45.70.11.14.24;Ironing and Pressing Machines
23.45.70.11.14.27;Laundry Folding Machines
23.45.70.11.14.31;Commercial Clothes Lines
23.45.70.11.14.34;Dry Cleaning Equipment
23.45.70.14;Room Cleaning Equipment
23.45.70.14.11;Vacuum Cleaning Systems
23.45.70.14.14;Floor and Wall Cleaning
23.45.70.14.17;Housekeeping Carts
23.50.00.00;Conveying Systems & Material Handling
23.50.05.00;Vertical Transportation
23.50.05.11;Elevators
23.50.05.11.11;Electric Traction Elevators
23.50.05.11.11.11;Freight Electric Traction Elevators
23.50.05.11.11.14;Passenger Electric Traction Elevators
23.50.05.11.11.17;Residential Electric Traction Elevators
23.50.05.11.11.21;Service Electric Traction Elevators
23.50.05.11.14;Hydraulic Elevators
23.50.05.11.14.11;Freight Hydraulic Elevators
23.50.05.11.14.14;Passenger Hydraulic Elevators
23.50.05.11.14.17;Residential Hydraulic Elevators
23.50.05.11.14.21;Service Hydraulic Elevators
23.50.05.11.17;Rack and Pinion Elevators
23.50.05.11.21;Elevator Cabs
23.50.05.11.24;Elevator Equipment and Controls
23.50.05.11.24.11;Elevator Doors
23.50.05.11.24.14;Elevator Controls
23.50.05.11.27;Elevator Restoration Products
23.50.05.14;Lifts
23.50.05.14.11;Scissors Lifts
23.50.05.14.14;Stair Elevators
23.50.05.14.14.11;Inclined Platform Lifts
23.50.05.14.17;Elevating Platforms
23.50.05.14.17.11;Platform Lifts
23.50.05.14.17.14;Sidewalk Lifts
23.50.05.17;Escalators
23.50.20.00;Horizontal Transportation
23.50.20.11;Moving Walks
23.50.20.14;People Movers
23.50.20.17;Aircraft Passenger Loading
23.50.20.17.11;Jetways
23.50.20.17.14;Gangways
23.50.20.21;Monorails
23.50.30.00;Materials Handling
23.50.30.11;Dumbwaiters
23.50.30.11.11;Manual Dumbwaiters
23.50.30.11.14;Electric Dumbwaiters
23.50.30.11.17;Hydraulic Dumbwaiters
23.50.30.14;Material Transport
23.50.30.14.11;Automated Document Filing and Retrieval
23.50.30.14.14;Automated Guided Vehicles
23.50.30.14.14.11;Guided Vehicle Material Handling
23.50.30.14.14.14;Track Vehicle Material Handling
23.50.30.17;Postal Conveying
23.50.30.21;Baggage Conveying and Dispensing
23.50.30.24;Conveyors
23.50.30.24.11;Conveyor Components
23.50.30.24.11.11;Conveyor Belts
23.50.30.24.14;Belt Conveyors
23.50.30.24.17;Bucket Conveyors
23.50.30.24.21;Container Conveyors
23.50.30.24.24;Hopper and Track Conveyors
23.50.30.24.27;Monorail Conveyors
23.50.30.24.31;Oscillating Conveyors
23.50.30.24.34;Pneumatic Conveyors
23.50.30.24.37;Roller Conveyors
23.50.30.24.41;Scoop Conveyors
23.50.30.24.44;Screw Conveyors
23.50.30.24.47;Selective Vertical Conveyors
23.50.30.34;Pneumatic Tubes
23.50.30.34.11;Document Conveying Systems
23.50.30.37;Hoists and Cranes
23.50.30.37.11;Cranes
23.50.30.37.11.11;Crane Rails
23.50.30.37.11.14;Bridge Cranes
23.50.30.37.11.14.11;Top-Running Overhead Cranes
23.50.30.37.11.14.14;Underslung Overhead Cranes
23.50.30.37.11.17;Gantry Cranes
23.50.30.37.11.21;Jib Cranes
23.50.30.37.11.24;Tower Cranes
23.50.30.37.11.27;Mobile Cranes
23.50.30.37.11.31;Derricks
23.50.30.37.14;Fixed Hoists
23.50.30.37.14.11;Air Powered Fixed Hoists
23.50.30.37.14.14;Electric Fixed Hoists
23.50.30.37.14.17;Manual Fixed Hoists
23.50.30.37.17;Trolley Hoists
23.50.30.37.17.11;Air Powered Trolley Hoists
23.50.30.37.17.14;Electric Trolley Hoists
23.50.30.37.17.17;Manual Trolley Hoists
23.50.50.00;Turntables
23.50.50.11;Restaurant Turntables
23.50.50.14;Stage Turntables
23.50.50.17;Exhibit and Display Turntables
23.50.50.21;Vehicular Turntable
23.50.55.00;Parking Systems
23.50.55.11;Car Parking Systems
23.50.70.00;Loading Dock Equipment
23.50.70.11;Dock Bumpers/Seals
23.50.70.14;Dock Levelers
23.50.70.14.11;Powered Dock Levelers
23.50.70.14.14;Manual Dock Levelers
23.50.70.17;Dock Lifts
23.50.70.17.11;Powered Dock Lifts
23.50.70.17.14;Manual Dock Lifts
23.50.70.21;Portable Ramps, Bridges, and Platforms
23.50.70.24;Seals and Shelters
23.50.70.27;Truck Restraints
23.50.85.00;Scaffolding
23.50.85.11;Suspended Scaffolding
23.50.85.11.11;Beam Suspended Scaffolding
23.50.85.11.14;Carriage Suspended Scaffolding
23.50.85.11.17;Hook Suspended Scaffolding
23.50.85.14;Rope Climbers
23.50.85.14.11;Manual Rope Climbers
23.50.85.14.14;Powered Rope Climbers
23.50.85.17;Telescoping Platforms
23.50.85.17.11;Electric and Battery Telescoping Platforms
23.50.85.17.14;Pneumatic Telescoping Platforms
23.50.85.21;Powered Scaffolding
23.50.90.00;Building Maintenance Systems 
23.50.90.11;Window Washing Systems
23.50.90.14;Building Maintenance Cradles and Platforms
23.50.90.17;Roof Trolley Systems
23.50.90.21;Traveling Ladder Systems
23.50.90.24;Ancillary Building Maintenance Items
23.50.90.24.11;Safety Tracks
23.50.90.24.14;Anchors for Building Maintenance
23.50.90.27;Fall Arrest Systems
23.55.00.00;Manufactured Structures
23.55.10.00;Towers and Superstructures
23.55.10.11;Industrial Breechings, Chimneys, and Stacks
23.55.10.11.11;Breechings
23.55.10.11.11.11;Fabricated Breechings and Accessories
23.55.10.11.14;Chimney Shafts
23.55.10.11.17;Chimney Linings
